,0
Given the chosen climate event - which 3 items are most useful to you?_Borehole,0.4498567335243553
Given the chosen climate event - which 3 items are most useful to you?_Money,0.282712511938873
Given the chosen climate event - which 3 items are most useful to you?_Bible,0.20534861509073543
Given the chosen climate event - which 3 items are most useful to you?_Clothes,0.1977077363896848
Given the chosen climate event - which 3 items are most useful to you?_House,0.18911174785100288
Given the chosen climate event - which 3 items are most useful to you?_Water,0.18433619866284623
Given the chosen climate event - which 3 items are most useful to you?_Donkey and Cart,0.16045845272206305
Given the chosen climate event - which 3 items are most useful to you?_Mobile Phone,0.1356255969436485
Given the chosen climate event - which 3 items are most useful to you?_Irrigation,0.12607449856733524
Given the chosen climate event - which 3 items are most useful to you?_Jerrycan,0.10219675262655205
Given the chosen climate event - which 3 items are most useful to you?_Hospital,0.07354345749761222
Given the chosen climate event - which 3 items are most useful to you?_Motorcycle,0.06399235912129896
Given the chosen climate event - which 3 items are most useful to you?_Crops,0.05730659025787966
Given the chosen climate event - which 3 items are most useful to you?_Rainwater Harvesting System,0.05730659025787966
Given the chosen climate event - which 3 items are most useful to you?_Vegetables,0.050620821394460364
Given the chosen climate event - which 3 items are most useful to you?_Car,0.04297994269340974
Given the chosen climate event - which 3 items are most useful to you?_Electricity,0.039159503342884434
Given the chosen climate event - which 3 items are most useful to you?_Corrugated Iron Sheet,0.03724928366762178
Given the chosen climate event - which 3 items are most useful to you?_Doctor,0.03724928366762178
Given the chosen climate event - which 3 items are most useful to you?_Bike,0.03533906399235912
Given the chosen climate event - which 3 items are most useful to you?_Charcoal Stove,0.033428844317096466
Given the chosen climate event - which 3 items are most useful to you?_Overhead Water Tank,0.03247373447946514
Given the chosen climate event - which 3 items are most useful to you?_River,0.03247373447946514
Given the chosen climate event - which 3 items are most useful to you?_Wheelbarrow,0.026743075453677174
Given the chosen climate event - which 3 items are most useful to you?_Battery,0.024832855778414518
Given the chosen climate event - which 3 items are most useful to you?_Water Pump,0.02005730659025788
Given the chosen climate event - which 3 items are most useful to you?_Solar PV System,0.019102196752626553
Given the chosen climate event - which 3 items are most useful to you?_Boat,0.019102196752626553
Given the chosen climate event - which 3 items are most useful to you?_Generator,0.018147086914995225
Given the chosen climate event - which 3 items are most useful to you?_Chicken,0.017191977077363897
Given the chosen climate event - which 3 items are most useful to you?_Medicine,0.01623686723973257
Given the chosen climate event - which 3 items are most useful to you?_Fire,0.015281757402101241
Given the chosen climate event - which 3 items are most useful to you?_Fishing Net or Rod,0.013371537726838587
Given the chosen climate event - which 3 items are most useful to you?_School,0.012416427889207259
Given the chosen climate event - which 3 items are most useful to you?_Grain Mill,0.012416427889207259
Given the chosen climate event - which 3 items are most useful to you?_Road,0.011461318051575931
Given the chosen climate event - which 3 items are most useful to you?_Gas Stove,0.009551098376313277
Given the chosen climate event - which 3 items are most useful to you?_Furniture,0.009551098376313277
Given the chosen climate event - which 3 items are most useful to you?_Fridge,0.008595988538681949
Given the chosen climate event - which 3 items are most useful to you?_Fan,0.007640878701050621
Given the chosen climate event - which 3 items are most useful to you?_Wood Stove,0.004775549188156638
Given the chosen climate event - which 3 items are most useful to you?_Computer,0.004775549188156638
Given the chosen climate event - which 3 items are most useful to you?_Torch,0.004775549188156638
Given the chosen climate event - which 3 items are most useful to you?_Disposable Sanitary Pad,0.004775549188156638
Given the chosen climate event - which 3 items are most useful to you?_Watering Can,0.0028653295128939827
Given the chosen climate event - which 3 items are most useful to you?_Light Bulb,0.0028653295128939827
Given the chosen climate event - which 3 items are most useful to you?_Book and Pen,0.0019102196752626551
Given the chosen climate event - which 3 items are most useful to you?_Toilet Squat,0.0019102196752626551
Given the chosen climate event - which 3 items are most useful to you?_Meat,0.0019102196752626551
Given the chosen climate event - which 3 items are most useful to you?_Alcohol,0.0009551098376313276
Given the chosen climate event - which 3 items are most useful to you?_Toilet Flush,0.0009551098376313276
Given the chosen climate event - which 3 items are most useful to you?_Kerosene Lantern,0.0009551098376313276
Given the chosen climate event - which 3 items are most useful to you?_Shower,0.0009551098376313276
