What is your main occupation?,"Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Bible","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Clothes","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Mobile Phone","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Torch","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Wheelbarrow","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_House","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Stove","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Vegetables","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Road","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Water","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Electricity","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Money","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Toilet Flush","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Wood Stove","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Bike","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Furniture","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Borehole","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Toilet Squat","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Watering Can","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Jerrycan","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Light Bulb","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Gas Stove","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Solar PV System","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Donkey and Cart","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Car","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Corrugated Iron Sheet","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Computer","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Hospital","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Fridge","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Battery","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Doctor","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Water Pump","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Kerosene Lantern","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Motorcycle","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Irrigation","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_School","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Overhead Water Tank","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Disposable Sanitary Pad","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Grain Mill","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_River","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Rainwater Harvesting System","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Medicine","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Boat","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Generator","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Grinder"
Accountant,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farmer-animals,0.3277310924369748,0.7478991596638656,0.453781512605042,0.008403361344537815,0.04201680672268908,0.6638655462184874,0.0,0.058823529411764705,0.05042016806722689,0.11764705882352941,0.09243697478991597,0.46218487394957986,0.0,0.05042016806722689,0.04201680672268908,0.04201680672268908,0.2857142857142857,0.025210084033613446,0.0,0.058823529411764705,0.03361344537815126,0.008403361344537815,0.09243697478991597,0.2184873949579832,0.06722689075630252,0.05042016806722689,0.008403361344537815,0.1092436974789916,0.0,0.07563025210084033,0.20168067226890757,0.008403361344537815,0.008403361344537815,0.18487394957983194,0.04201680672268908,0.08403361344537816,0.008403361344537815,0.008403361344537815,0.09243697478991597,0.03361344537815126,0.06722689075630252,0.01680672268907563,0.03361344537815126,0.01680672268907563,0.0
Farmer-crops,0.3710691823899371,0.7610062893081762,0.3836477987421384,0.031446540880503145,0.050314465408805034,0.7044025157232704,0.006289308176100629,0.06918238993710692,0.10062893081761007,0.22012578616352202,0.1509433962264151,0.27044025157232704,0.0,0.0440251572327044,0.05660377358490566,0.1949685534591195,0.3018867924528302,0.025157232704402517,0.0,0.1320754716981132,0.0440251572327044,0.050314465408805034,0.0440251572327044,0.0880503144654088,0.03773584905660377,0.09433962264150944,0.006289308176100629,0.1761006289308176,0.0,0.12578616352201258,0.06289308176100629,0.006289308176100629,0.018867924528301886,0.050314465408805034,0.025157232704402517,0.13836477987421383,0.012578616352201259,0.018867924528301886,0.0440251572327044,0.031446540880503145,0.0440251572327044,0.0,0.0,0.006289308176100629,0.0
Fisherman,0.5,0.5,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0
Government jobholder,0.35714285714285715,0.5,0.5714285714285714,0.0,0.0,0.7857142857142857,0.0,0.0,0.07142857142857142,0.2857142857142857,0.35714285714285715,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0,0.0,0.07142857142857142,0.2857142857142857,0.0,0.07142857142857142,0.2857142857142857,0.0,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.21428571428571427,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0
Housework unpaid,0.28,0.8,0.44,0.04,0.04,0.72,0.08,0.0,0.08,0.2,0.08,0.36,0.0,0.0,0.08,0.16,0.28,0.0,0.0,0.16,0.04,0.04,0.04,0.08,0.04,0.04,0.0,0.28,0.0,0.12,0.04,0.08,0.04,0.04,0.0,0.2,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0
IT sector,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,0.32608695652173914,0.32608695652173914,0.5217391304347826,0.021739130434782608,0.021739130434782608,0.5,0.0,0.1956521739130435,0.043478260869565216,0.5217391304347826,0.3695652173913043,0.30434782608695654,0.0,0.17391304347826086,0.021739130434782608,0.0,0.2391304347826087,0.0,0.0,0.08695652173913043,0.043478260869565216,0.0,0.21739130434782608,0.15217391304347827,0.10869565217391304,0.021739130434782608,0.021739130434782608,0.17391304347826086,0.0,0.0,0.021739130434782608,0.0,0.0,0.10869565217391304,0.021739130434782608,0.17391304347826086,0.06521739130434782,0.021739130434782608,0.0,0.0,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.0,0.0
Private jobholder,0.47058823529411764,0.5882352941176471,0.5588235294117647,0.0,0.11764705882352941,0.5,0.029411764705882353,0.20588235294117646,0.17647058823529413,0.23529411764705882,0.29411764705882354,0.17647058823529413,0.0,0.029411764705882353,0.058823529411764705,0.08823529411764706,0.29411764705882354,0.058823529411764705,0.029411764705882353,0.17647058823529413,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.058823529411764705,0.0,0.029411764705882353,0.058823529411764705,0.14705882352941177,0.029411764705882353,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.17647058823529413,0.0,0.0,0.029411764705882353,0.029411764705882353,0.08823529411764706,0.029411764705882353,0.0,0.0,0.0
Retired,0.0,0.5,0.5,0.0,0.25,0.3333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.5833333333333334,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
