Age (Range),"Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Bible","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Clothes","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Mobile Phone","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Torch","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Wheelbarrow","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_House","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Stove","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Vegetables","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Road","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Water","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Electricity","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Money","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Toilet Flush","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Wood Stove","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Bike","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Furniture","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Borehole","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Toilet Squat","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Watering Can","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Jerrycan","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Light Bulb","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Gas Stove","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Solar PV System","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Donkey and Cart","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Car","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Corrugated Iron Sheet","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Computer","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Hospital","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Fridge","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Battery","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Doctor","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Water Pump","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Kerosene Lantern","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Motorcycle","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Irrigation","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_School","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Overhead Water Tank","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Disposable Sanitary Pad","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Grain Mill","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_River","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Rainwater Harvesting System","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Medicine","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Boat","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Generator","Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important_Grinder"
18 - 25,0.35714285714285715,0.7222222222222222,0.4126984126984127,0.015873015873015872,0.05555555555555555,0.6031746031746031,0.023809523809523808,0.1111111111111111,0.10317460317460317,0.1984126984126984,0.15873015873015872,0.3333333333333333,0.0,0.015873015873015872,0.07936507936507936,0.0873015873015873,0.24603174603174602,0.031746031746031744,0.023809523809523808,0.2619047619047619,0.06349206349206349,0.023809523809523808,0.05555555555555555,0.05555555555555555,0.047619047619047616,0.031746031746031744,0.047619047619047616,0.14285714285714285,0.015873015873015872,0.0873015873015873,0.1111111111111111,0.007936507936507936,0.0,0.11904761904761904,0.03968253968253968,0.06349206349206349,0.0,0.0873015873015873,0.031746031746031744,0.05555555555555555,0.031746031746031744,0.031746031746031744,0.0,0.007936507936507936,0.0
25 - 30,0.3142857142857143,0.7257142857142858,0.4857142857142857,0.02857142857142857,0.05142857142857143,0.5885714285714285,0.045714285714285714,0.08,0.02857142857142857,0.25142857142857145,0.17142857142857143,0.3657142857142857,0.005714285714285714,0.04,0.06285714285714286,0.06857142857142857,0.22857142857142856,0.045714285714285714,0.0,0.10285714285714286,0.03428571428571429,0.02857142857142857,0.06285714285714286,0.06857142857142857,0.05142857142857143,0.06857142857142857,0.04,0.15428571428571428,0.011428571428571429,0.08571428571428572,0.14285714285714285,0.02857142857142857,0.005714285714285714,0.13142857142857142,0.045714285714285714,0.10857142857142857,0.022857142857142857,0.017142857142857144,0.08,0.045714285714285714,0.017142857142857144,0.05142857142857143,0.005714285714285714,0.0,0.0
30 - 35,0.3971631205673759,0.6099290780141844,0.48936170212765956,0.0425531914893617,0.028368794326241134,0.6099290780141844,0.028368794326241134,0.1276595744680851,0.09929078014184398,0.24822695035460993,0.19148936170212766,0.2978723404255319,0.0,0.014184397163120567,0.0851063829787234,0.09929078014184398,0.2765957446808511,0.03546099290780142,0.0,0.12056737588652482,0.0070921985815602835,0.03546099290780142,0.06382978723404255,0.06382978723404255,0.03546099290780142,0.05673758865248227,0.028368794326241134,0.24113475177304963,0.0070921985815602835,0.09929078014184398,0.0851063829787234,0.0070921985815602835,0.0070921985815602835,0.1347517730496454,0.0425531914893617,0.10638297872340426,0.0070921985815602835,0.028368794326241134,0.028368794326241134,0.028368794326241134,0.02127659574468085,0.014184397163120567,0.03546099290780142,0.0070921985815602835,0.0070921985815602835
35 - 40,0.35,0.6428571428571429,0.5428571428571428,0.007142857142857143,0.014285714285714285,0.6428571428571429,0.02857142857142857,0.12857142857142856,0.07142857142857142,0.20714285714285716,0.11428571428571428,0.37857142857142856,0.007142857142857143,0.05714285714285714,0.07857142857142857,0.1,0.2714285714285714,0.03571428571428571,0.0,0.12857142857142856,0.02142857142857143,0.014285714285714285,0.07857142857142857,0.12857142857142856,0.07142857142857142,0.05,0.014285714285714285,0.19285714285714287,0.007142857142857143,0.05714285714285714,0.06428571428571428,0.007142857142857143,0.02142857142857143,0.15,0.03571428571428571,0.11428571428571428,0.014285714285714285,0.02857142857142857,0.02142857142857143,0.007142857142857143,0.03571428571428571,0.02142857142857143,0.03571428571428571,0.0,0.0
40 - 45,0.3047619047619048,0.6476190476190476,0.5714285714285714,0.047619047619047616,0.02857142857142857,0.6476190476190476,0.05714285714285714,0.1523809523809524,0.08571428571428572,0.2857142857142857,0.1619047619047619,0.44761904761904764,0.009523809523809525,0.01904761904761905,0.05714285714285714,0.05714285714285714,0.18095238095238095,0.009523809523809525,0.0,0.08571428571428572,0.0761904761904762,0.0380952380952381,0.01904761904761905,0.0761904761904762,0.08571428571428572,0.047619047619047616,0.0,0.1523809523809524,0.009523809523809525,0.0761904761904762,0.0380952380952381,0.02857142857142857,0.0,0.1523809523809524,0.047619047619047616,0.13333333333333333,0.009523809523809525,0.009523809523809525,0.02857142857142857,0.02857142857142857,0.0,0.047619047619047616,0.01904761904761905,0.009523809523809525,0.009523809523809525
45 - 50,0.3620689655172414,0.6637931034482759,0.5086206896551724,0.04310344827586207,0.04310344827586207,0.6637931034482759,0.04310344827586207,0.08620689655172414,0.07758620689655173,0.25,0.13793103448275862,0.33620689655172414,0.008620689655172414,0.034482758620689655,0.07758620689655173,0.13793103448275862,0.25862068965517243,0.017241379310344827,0.0,0.15517241379310345,0.02586206896551724,0.02586206896551724,0.04310344827586207,0.10344827586206896,0.0603448275862069,0.06896551724137931,0.0,0.13793103448275862,0.008620689655172414,0.06896551724137931,0.09482758620689655,0.008620689655172414,0.0,0.10344827586206896,0.034482758620689655,0.09482758620689655,0.017241379310344827,0.0,0.05172413793103448,0.04310344827586207,0.06896551724137931,0.02586206896551724,0.008620689655172414,0.0,0.0
55 - 60,0.275,0.6375,0.4875,0.025,0.0625,0.7625,0.05,0.0875,0.0875,0.1875,0.175,0.3375,0.0,0.0125,0.05,0.05,0.275,0.0375,0.0,0.1875,0.05,0.0125,0.0625,0.1125,0.0875,0.0875,0.0125,0.225,0.0,0.025,0.075,0.0125,0.025,0.075,0.0625,0.0875,0.025,0.0,0.0375,0.0625,0.025,0.05,0.0,0.0,0.0
60 - 65,0.30303030303030304,0.5757575757575758,0.5,0.045454545454545456,0.10606060606060606,0.696969696969697,0.045454545454545456,0.06060606060606061,0.07575757575757576,0.3939393939393939,0.16666666666666666,0.2878787878787879,0.0,0.07575757575757576,0.09090909090909091,0.07575757575757576,0.22727272727272727,0.030303030303030304,0.015151515151515152,0.25757575757575757,0.045454545454545456,0.015151515151515152,0.015151515151515152,0.045454545454545456,0.015151515151515152,0.06060606060606061,0.0,0.19696969696969696,0.0,0.07575757575757576,0.030303030303030304,0.0,0.06060606060606061,0.07575757575757576,0.0,0.15151515151515152,0.015151515151515152,0.0,0.015151515151515152,0.07575757575757576,0.030303030303030304,0.045454545454545456,0.0,0.0,0.0
65 - 70,0.18181818181818182,0.5757575757575758,0.5454545454545454,0.0,0.09090909090909091,0.5757575757575758,0.030303030303030304,0.15151515151515152,0.06060606060606061,0.30303030303030304,0.24242424242424243,0.24242424242424243,0.0,0.12121212121212122,0.06060606060606061,0.030303030303030304,0.42424242424242425,0.06060606060606061,0.030303030303030304,0.12121212121212122,0.0,0.030303030303030304,0.09090909090909091,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.0,0.15151515151515152,0.0,0.06060606060606061,0.06060606060606061,0.030303030303030304,0.0,0.06060606060606061,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.0,0.030303030303030304,0.06060606060606061,0.09090909090909091,0.030303030303030304,0.0,0.030303030303030304,0.0
75 - 80,0.15384615384615385,0.5641025641025641,0.5128205128205128,0.10256410256410256,0.05128205128205128,0.6410256410256411,0.02564102564102564,0.15384615384615385,0.02564102564102564,0.3333333333333333,0.4358974358974359,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.2564102564102564,0.05128205128205128,0.0,0.3333333333333333,0.05128205128205128,0.05128205128205128,0.10256410256410256,0.05128205128205128,0.02564102564102564,0.1282051282051282,0.02564102564102564,0.10256410256410256,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.10256410256410256,0.02564102564102564,0.0,0.0,0.0
